61,黃捷,113年立法委員選舉,首次申報,1121114,雜支支出,彰化商業銀行股份有限公司,51811609,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
62,黃捷,113年立法委員選舉,首次申報,1121114,雜支支出,彰化商業銀行股份有限公司,51811609,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
63,黃捷,113年立法委員選舉,首次申報,1121114,雜支支出,彰化商業銀行股份有限公司,51811609,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
64,黃捷,113年立法委員選舉,首次申報,1121114,雜支支出,彰化商業銀行股份有限公司,51811609,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
71,黃捷,113年立法委員選舉,首次申報,1121116,雜支支出,彰化商業銀行股份有限公司,,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
72,黃捷,113年立法委員選舉,首次申報,1121116,雜支支出,彰化商業銀行股份有限公司,,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
73,黃捷,113年立法委員選舉,首次申報,1121116,雜支支出,彰化商業銀行股份有限公司,,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
74,黃捷,113年立法委員選舉,首次申報,1121116,雜支支出,彰化商業銀行股份有限公司,,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
75,黃捷,113年立法委員選舉,首次申報,1121116,雜支支出,彰化商業銀行股份有限公司,,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
194,黃捷,113年立法委員選舉,首次申報,1121127,雜支支出,彰化商業銀行股份有限公司,51811609,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
195,黃捷,113年立法委員選舉,首次申報,1121127,雜支支出,彰化商業銀行股份有限公司,51811609,0.00,30.00,,,,轉帳手續費,金錢,臺中市中區自****,,否,,,,,,,
