15,趙天麟,113年立法委員選舉,首次申報,1120430,雜支支出,中華電信,19762247,0.00,97.00,,,,通信費,金錢,,,否,,,,,,,
16,趙天麟,113年立法委員選舉,首次申報,1120430,雜支支出,中華電信,19762247,0.00,1199.00,,,,通信費,金錢,,,否,,,,,,,
17,趙天麟,113年立法委員選舉,首次申報,1120430,雜支支出,中華電信,19762247,0.00,3210.00,,,,通信費,金錢,,,否,,,,,,,
18,趙天麟,113年立法委員選舉,首次申報,1120430,雜支支出,中華電信,19762247,0.00,2754.00,,,,通信費,金錢,,,否,,,,,,,
19,趙天麟,113年立法委員選舉,首次申報,1120430,雜支支出,中華電信,19762247,0.00,23569.00,,,,通信費,金錢,,,否,,,,,,,
89,趙天麟,113年立法委員選舉,首次申報,1120630,雜支支出,中華電信,19762247,0.00,103.00,,,,通信費,金錢,,,否,,,,,,,
90,趙天麟,113年立法委員選舉,首次申報,1120630,雜支支出,中華電信,19762247,0.00,1199.00,,,,通信費,金錢,,,否,,,,,,,
91,趙天麟,113年立法委員選舉,首次申報,1120630,雜支支出,中華電信,19762247,0.00,3635.00,,,,通信費,金錢,,,否,,,,,,,
92,趙天麟,113年立法委員選舉,首次申報,1120630,雜支支出,中華電信,19762247,0.00,2760.00,,,,通信費,金錢,,,否,,,,,,,
141,趙天麟,113年立法委員選舉,首次申報,1120731,雜支支出,中華電信,19762247,0.00,109.00,,,,通信費,金錢,,,否,,,,,,,
142,趙天麟,113年立法委員選舉,首次申報,1120731,雜支支出,中華電信,19762247,0.00,3190.00,,,,通信費,金錢,,,否,,,,,,,
143,趙天麟,113年立法委員選舉,首次申報,1120731,雜支支出,中華電信,19762247,0.00,1199.00,,,,月費,金錢,,,否,,,,,,,
144,趙天麟,113年立法委員選舉,首次申報,1120731,雜支支出,中華電信,19762247,0.00,6095.00,,,,通信費,金錢,,,否,,,,,,,
336,趙天麟,113年立法委員選舉,首次申報,1120930,雜支支出,中華電信,19762247,0.00,11021.00,,,,通信費,金錢,,,否,,,,,,,
337,趙天麟,113年立法委員選舉,首次申報,1120930,雜支支出,中華電信,19762247,0.00,106.00,,,,通信費,金錢,,,否,,,,,,,
338,趙天麟,113年立法委員選舉,首次申報,1120930,雜支支出,中華電信,19762247,0.00,3632.00,,,,通信費,金錢,,,否,,,,,,,
339,趙天麟,113年立法委員選舉,首次申報,1120930,雜支支出,中華電信,19762247,0.00,1199.00,,,,通信費,金錢,,,否,,,,,,,
404,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,一牛車池上便當電光遠店,10420403,0.00,4000.00,,,,便當,金錢,,,否,,,,,,,
405,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,一牛車池上便當電光遠店,10420403,0.00,4000.00,,,,便當,金錢,,,否,,,,,,,
406,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,一牛車池上便當電光遠店,10420403,0.00,8000.00,,,,便當,金錢,,,否,,,,,,,
407,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,一牛車池上便當電光遠店,10420403,0.00,1200.00,,,,便當,金錢,,,否,,,,,,,
456,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,哈瑪星順和排骨大王,82089278,0.00,3000.00,,,,便當,金錢,,,否,,,,,,,
457,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,哈瑪星順和排骨大王,82089278,0.00,5100.00,,,,便當,金錢,,,否,,,,,,,
458,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,哈瑪星順和排骨大王,82089278,0.00,1000.00,,,,便當,金錢,,,否,,,,,,,
459,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,哈瑪星順和排骨大王,82089278,0.00,2000.00,,,,便當,金錢,,,否,,,,,,,
460,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,哈瑪星順和排骨大王,82089278,0.00,2000.00,,,,便當,金錢,,,否,,,,,,,
461,趙天麟,113年立法委員選舉,首次申報,1121015,雜支支出,哈瑪星順和排骨大王,82089278,0.00,4800.00,,,,便當,金錢,,,否,,,,,,,
567,趙天麟,113年立法委員選舉,首次申報,1121031,雜支支出,中華電信,19762247,0.00,2736.00,,,,通信費,金錢,,,否,,,,,,,
568,趙天麟,113年立法委員選舉,首次申報,1121031,雜支支出,中華電信,19762247,0.00,3739.00,,,,通信費,金錢,,,否,,,,,,,
569,趙天麟,113年立法委員選舉,首次申報,1121031,雜支支出,中華電信,19762247,0.00,1199.00,,,,月費,金錢,,,否,,,,,,,
570,趙天麟,113年立法委員選舉,首次申報,1121031,雜支支出,中華電信,19762247,0.00,110.00,,,,通信費,金錢,,,否,,,,,,,
