17250000,05637971,燿華電子股份有限公司
16054000,96964262,吉美建設事業股份有限公司
16010000,11520909,南港輪胎(股)公司
14960000,97172915,大慶票券金融股份有限公司
14150000,16743605,達泰投資股份有限公司
13720320,49701774,冠軍建材股份有限公司
13250000,16834268,富喬工業股份有限公司
12830000,23113940,台灣櫻花股份有限公司
12100000,89961389,亞昕國際開發股份有限公司
11900000,40601248,幸福水泥股份有限公司
11800000,23250583,建新國際股份有限公司
11700000,04633597,長虹建設股份有限公司
11600000,88663329,東徽企業股份有限公司
11440000,28490128,新潤建設股份有限公司
11400000,88656170,慈陽金屬工業股份有限公司
11100000,29182232,中科國際物流股份有限公司
11000000,21257316,太平洋崇光百貨股份有限公司
11000000,23222341,富達運輸股份有限公司
10800000,16318881,新潤興業股份有限公司
10600000,04921056,全坤建設開發股份有限公司
10550000,80352343,漢來美食股份有限公司
10500000,22553878,裕元投資股份有限公司
10400000,22957098,大慶證券股份有限公司
10400000,80331782,裕鋐投資股份有限公司
10350000,89411961,佑神電子遊戲場業股份有限公司
10000000,22221180,宏盛建設股份有限公司
10000000,47075781,富民運輸股份有限公司
10000000,73641592,亞東預拌混凝土股份有限公司
9800000,37098407,淡水第一信用合作社
9800000,84263300,台北南鴻輪胎股份有限公司
9650000,85739583,新泉營造股份有限公司
9500000,80337097,得鋐投資股份有限公司
9415000,23985071,富宇建設股份有限公司
9310000,97447647,富旺國際開發股份有限公司
9300000,12305479,興富發建設股份有限公司
9000000,03244509,亞洲水泥股份有限公司
9000000,36538005,遠揚建設股份有限公司
8600000,86690644,力麒建設股份有限公司
8510000,11384806,長春石油化學股份有限公司
8500000,12545506,匯弘投資股份有限公司
8500000,12668788,盈家投資股份有限公司
8450000,35836625,新光鋼鐵股份有限公司
8400000,05712099,磐亞股份有限公司
8350000,84704897,家瑞建設股份有限公司
8350000,86920028,鼎固營造股份有限公司
8260000,23344962,齊裕營造股份有限公司
8000000,29039617,遠智證券股份有限公司
8000000,53010082,盛成投資股份有限公司
8000000,86176787,劦茂金屬股份有限公司
8000000,89004063,高雄富國製衣股份有限公司
7950000,12467902,富味鄉食品股份有限公司
7950000,22958907,全國加油站股份有限公司
7900000,09468343,台灣百和工業股份有限公司
7860900,75989858,南六企業股份有限公司
7800000,52878846,環隆科技股份有限公司
7700000,16205893,九太科技股份有限公司
7700000,23824511,康和綜合證券股份有限公司
7700000,27093207,潤華染織廠股份有限公司
7600000,07066907,中國人造纖維股份有限公司
7510000,80673231,宏錦建設股份有限公司
7500000,22266828,遠鼎投資股份有限公司
7500000,23116897,德勤投資股份有限公司
7500000,59003799,久津實業股份有限公司
7500000,94781149,亞利通運股份有限公司
7420000,30900892,冠德建設股份有限公司
7260000,27998528,海悅開發股份有限公司
7220000,04477420,達麗建設事業股份有限公司
7200000,16446008,東富投資股份有限公司
7160000,23827290,漢神名店百貨股份有限公司
7103235,16440757,盛傑營造有限公司
7030000,03522600,遠東新世紀股份有限公司
7030000,22000270,日友水產股份有限公司
7000000,05717502,大聚化學纖維股份有限公司
7000000,27231356,遠銀資產管理股份有限公司
7000000,56165003,忠興織造廠股份有限公司
7000000,84828573,紹華營造股份有限公司
7000000,86199233,承優營造股份有限公司
7000000,96957234,海悅廣告股份有限公司
7000000,97179229,群策投資股份有限公司
6950000,89763830,高永建設股份有限公司
6900000,05707618,遠鼎股份有限公司
6900000,23651291,鑫輝鋼鐵股份有限公司
6900000,86686418,裕鼎實業股份有限公司
6800000,84251037,北碁建設股份有限公司
6800000,91759468,揚潤營造股份有限公司
6800000,96970638,常德投資股份有限公司
6770000,14001199,福懋興業股份有限公司
6750000,22659295,聯上開發股份有限公司
6700000,05119864,亞洲工程企業(股)
6700000,16744288,鼎元國際投資股份有限公司
6570000,75970680,勝一化工股份有限公司
6550000,16820243,正威營造有限公司
6500000,05082563,遠紡實業股份有限公司
6500000,23503047,上銀科技股份有限公司
6500000,28435462,崇神開發實業股份有限公司高雄分公司
6500000,53756716,元盛國際興業股份有限公司
6500000,97170064,中工機械股份有限公司
6450000,53123157,包昇數位文化有限公司
6420000,84317489,喬成工程有限公司
6400000,03607500,聲寶股份有限公司
6400000,24324161,北投麗禧溫泉酒店(股)公司
