342,楊瓊瓔,109年立法委員選舉,首次申報,1081225,雜支支出,池上飯包,45399481,0.00,1390.00,餐飲費用,金錢,臺中市后里區****,,
343,楊瓊瓔,109年立法委員選舉,首次申報,1081225,雜支支出,池上飯包,45399481,0.00,1490.00,餐飲費用,金錢,臺中市后里區****,,
348,楊瓊瓔,109年立法委員選舉,首次申報,1081225,雜支支出,池上飯包,72438282,0.00,1520.00,餐飲費用,金錢,臺中市大雅區****,04-2*****,
349,楊瓊瓔,109年立法委員選舉,首次申報,1081225,雜支支出,池上飯包,72438282,0.00,1700.00,餐飲費用,金錢,臺中市大雅區****,04-2*****,
428,楊瓊瓔,109年立法委員選舉,首次申報,1081230,雜支支出,花之都鮮花坊,08321737,0.00,3000.00,雜項購置或修繕費用,金錢,臺中市大雅區****,04-2*****,
429,楊瓊瓔,109年立法委員選舉,首次申報,1081230,雜支支出,花之都鮮花坊,08321737,0.00,3000.00,雜項購置或修繕費用,金錢,臺中市大雅區****,04-2*****,
430,楊瓊瓔,109年立法委員選舉,首次申報,1081230,雜支支出,花之都鮮花坊,08321737,0.00,3000.00,雜項購置或修繕費用,金錢,臺中市大雅區****,04-2*****,
431,楊瓊瓔,109年立法委員選舉,首次申報,1081230,雜支支出,花之都鮮花坊,08321737,0.00,3000.00,雜項購置或修繕費用,金錢,臺中市大雅區****,04-2*****,
432,楊瓊瓔,109年立法委員選舉,首次申報,1081230,雜支支出,花之都鮮花坊,08321737,0.00,3000.00,雜項購置或修繕費用,金錢,臺中市大雅區****,04-2*****,
589,楊瓊瓔,109年立法委員選舉,首次申報,1090107,雜支支出,池上飯包,45399481,0.00,740.00,餐飲費用,金錢,臺中市后里區****,,
590,楊瓊瓔,109年立法委員選舉,首次申報,1090107,雜支支出,池上飯包,45399481,0.00,3200.00,餐飲費用,金錢,臺中市后里區****,,
591,楊瓊瓔,109年立法委員選舉,首次申報,1090107,雜支支出,池上飯包,45399481,0.00,760.00,餐飲費用,金錢,臺中市后里區****,,
595,楊瓊瓔,109年立法委員選舉,首次申報,1090107,雜支支出,池上飯包,72438282,0.00,1480.00,餐飲費用,金錢,臺中市大雅區****,04-2*****,
