1223,陳柏惟,109年立法委員選舉,首次申報,1081207,雜支支出,統一超商股份有限公司台中市第四四0分公司,53659762,0.00,240.00,影印費用,金錢,臺中市烏日區****,,
1224,陳柏惟,109年立法委員選舉,首次申報,1081207,雜支支出,統一超商股份有限公司台中市第四四0分公司,53659762,0.00,60.00,影印費用,金錢,臺中市烏日區****,,
1225,陳柏惟,109年立法委員選舉,首次申報,1081207,雜支支出,統一超商股份有限公司台中市第四四0分公司,53659762,0.00,150.00,影印費用,金錢,臺中市烏日區****,,
1226,陳柏惟,109年立法委員選舉,首次申報,1081207,雜支支出,統一超商股份有限公司台中市第四四0分公司,53659762,0.00,200.00,餐飲費用,金錢,臺中市烏日區****,,
1239,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,2400.00,餐飲費用,金錢,臺中市烏日區****,,
1240,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,2800.00,餐飲費用,金錢,臺中市烏日區****,,
1241,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,3600.00,餐飲費用,金錢,臺中市烏日區****,,
1242,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,3600.00,餐飲費用,金錢,臺中市烏日區****,,
1243,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,3600.00,餐飲費用,金錢,臺中市烏日區****,,
1244,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,3600.00,餐飲費用,金錢,臺中市烏日區****,,
1245,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,3600.00,餐飲費用,金錢,臺中市烏日區****,,
1246,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,4000.00,餐飲費用,金錢,臺中市烏日區****,,
1247,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,2800.00,餐飲費用,金錢,臺中市烏日區****,,
1248,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,3600.00,餐飲費用,金錢,臺中市烏日區****,,
1249,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,3600.00,餐飲費用,金錢,臺中市烏日區****,,
1250,陳柏惟,109年立法委員選舉,首次申報,1081208,雜支支出,晶晶飲食店,20318693,0.00,3600.00,餐飲費用,金錢,臺中市烏日區****,,
1965,陳柏惟,109年立法委員選舉,首次申報,1090103,雜支支出,中華郵政股份有限公司,03741302,0.00,1345.00,郵寄費用,金錢,台北市大安區****,,
1966,陳柏惟,109年立法委員選舉,首次申報,1090103,雜支支出,中華郵政股份有限公司,03741302,0.00,648.00,郵寄費用,金錢,台北市大安區****,,
1967,陳柏惟,109年立法委員選舉,首次申報,1090103,雜支支出,中華郵政股份有限公司,03741302,0.00,330.00,郵寄費用,金錢,台北市大安區****,,
1968,陳柏惟,109年立法委員選舉,首次申報,1090103,雜支支出,中華郵政股份有限公司,03741302,0.00,883.00,郵寄費用,金錢,台北市大安區****,,
1969,陳柏惟,109年立法委員選舉,首次申報,1090103,雜支支出,中華郵政股份有限公司,03741302,0.00,28.00,郵寄費用,金錢,台北市大安區****,,
1970,陳柏惟,109年立法委員選舉,首次申報,1090103,雜支支出,中華郵政股份有限公司,03741302,0.00,205.00,手續費,金錢,臺北市大安區****,,
2217,陳柏惟,109年立法委員選舉,首次申報,1090111,雜支支出,統一超商股份有限公司台中市第四八五分公司,43141873,0.00,129.00,餐飲費用,金錢,臺中市烏日區****,,
2221,陳柏惟,109年立法委員選舉,首次申報,1090111,雜支支出,統一超商股份有限公司台中市第四八五分公司,51708865,0.00,103.00,餐飲費用,金錢,臺中市烏日區****,,
2222,陳柏惟,109年立法委員選舉,首次申報,1090111,雜支支出,統一超商股份有限公司台中市第四八五分公司,51708865,0.00,96.00,餐飲費用,金錢,,,
2223,陳柏惟,109年立法委員選舉,首次申報,1090111,雜支支出,統一超商股份有限公司台中市第四八五分公司,51708865,0.00,25.00,餐飲費用,金錢,臺中市烏日區****,,
