359,謝淑亞,109年立法委員選舉,首次申報,1081220,雜支支出,競選總部,,0.00,6000.00,餐飲費用,非金錢,雲林縣斗六市****,,
360,謝淑亞,109年立法委員選舉,首次申報,1081220,雜支支出,競選總部,,0.00,25000.00,餐飲費用,非金錢,,,
361,謝淑亞,109年立法委員選舉,首次申報,1081220,雜支支出,競選總部,,0.00,8000.00,餐飲費用,非金錢,,,
376,謝淑亞,109年立法委員選舉,首次申報,1081220,雜支支出,競選總部,Q22*******,0.00,10000.00,餐飲費用,非金錢,,,
428,謝淑亞,109年立法委員選舉,首次申報,1081225,雜支支出,競選總部,,0.00,5000.00,餐飲費用,非金錢,,,
429,謝淑亞,109年立法委員選舉,首次申報,1081225,雜支支出,競選總部,,0.00,8000.00,餐飲費用,非金錢,,,
430,謝淑亞,109年立法委員選舉,首次申報,1081225,雜支支出,競選總部,,0.00,6000.00,餐飲費用,非金錢,,,
431,謝淑亞,109年立法委員選舉,首次申報,1081225,雜支支出,競選總部,,0.00,8000.00,餐飲費用,非金錢,,,
680,謝淑亞,109年立法委員選舉,首次申報,1090110,雜支支出,新振華印刷,47400251,0.00,4550.00,雜項購置或修繕費用,金錢,雲林縣斗六市****,,
681,謝淑亞,109年立法委員選舉,首次申報,1090110,雜支支出,新振華印刷,47400251,0.00,3000.00,雜項購置或修繕費用,金錢,雲林縣斗六市****,,
690,謝淑亞,109年立法委員選舉,首次申報,1090110,雜支支出,新振華印刷,47400251,0.00,16000.00,雜項購置或修繕費用,金錢,雲林縣斗六市****,,
693,謝淑亞,109年立法委員選舉,首次申報,1090110,雜支支出,新振華印刷,47400251,0.00,1320.00,雜項購置或修繕費用,金錢,雲林縣斗六市****,,
695,謝淑亞,109年立法委員選舉,首次申報,1090110,雜支支出,新振華印刷,47400251,0.00,5850.00,雜項購置或修繕費用,金錢,雲林縣斗六市****,,
